pacific_code,pacific_name,counterpart_code,counterpart_name,year,value_people,pct_population
TO,Tonga,NO,Norway,2020,5.0,0.0047
TO,Tonga,HU,Hungary,2020,2.0,0.0019
TO,Tonga,IS,Iceland,2020,1.0,0.0009
TO,Tonga,NZ,New Zealand,2024,29981.0,28.7795
TO,Tonga,AU,Australia,2024,19464.0,18.6839
TO,Tonga,FJ,Fiji,2024,1389.0,1.3333
TO,Tonga,AS,American Samoa,2024,1296.0,1.2441
TO,Tonga,GN,Guinea,2024,901.0,0.8649
TO,Tonga,WS,Samoa,2024,57.0,0.0547
TO,Tonga,NU,Niue,2024,47.0,0.0451
TO,Tonga,VU,Vanuatu,2024,31.0,0.0298
TO,Tonga,PG,Papua New Guinea,2024,26.0,0.025
TO,Tonga,DK,Denmark,2024,18.0,0.0173
TO,Tonga,FM,Micronesia (Fed. States of),2024,17.0,0.0163
TO,Tonga,NO,Norway,2024,6.0,0.0058
TO,Tonga,HU,Hungary,2024,2.0,0.0019
TO,Tonga,IS,Iceland,2024,2.0,0.0019
TV,Tuvalu,FJ,Fiji,2010,399.0,3.7592
TV,Tuvalu,KI,Kiribati,2010,288.0,2.7134
TV,Tuvalu,AU,Australia,2010,147.0,1.385
TV,Tuvalu,WS,Samoa,2010,76.0,0.716
TV,Tuvalu,TK,Tokelau,2010,39.0,0.3674
TV,Tuvalu,NU,Niue,2010,37.0,0.3486
TV,Tuvalu,NR,Nauru,2010,21.0,0.1979
TV,Tuvalu,BG,Bulgaria,2010,14.0,0.1319
TV,Tuvalu,GR,Greece,2010,11.0,0.1036
TV,Tuvalu,FI,Finland,2010,2.0,0.0188
TV,Tuvalu,NO,Norway,2010,1.0,0.0094
TV,Tuvalu,FJ,Fiji,2015,411.0,3.749
TV,Tuvalu,KI,Kiribati,2015,292.0,2.6635
TV,Tuvalu,AU,Australia,2015,195.0,1.7787
TV,Tuvalu,WS,Samoa,2015,63.0,0.5747
TV,Tuvalu,TK,Tokelau,2015,45.0,0.4105
TV,Tuvalu,NU,Niue,2015,36.0,0.3284
TV,Tuvalu,NR,Nauru,2015,33.0,0.301
TV,Tuvalu,GR,Greece,2015,10.0,0.0912
TV,Tuvalu,BG,Bulgaria,2015,2.0,0.0182
TV,Tuvalu,DK,Denmark,2015,2.0,0.0182
TV,Tuvalu,FI,Finland,2015,2.0,0.0182
TV,Tuvalu,GN,Guinea,2015,1.0,0.0091
TV,Tuvalu,NO,Norway,2015,1.0,0.0091
TV,Tuvalu,SK,Slovakia,2015,1.0,0.0091
TV,Tuvalu,FJ,Fiji,2020,420.0,4.0388
TV,Tuvalu,KI,Kiribati,2020,311.0,2.9907
TV,Tuvalu,AU,Australia,2020,245.0,2.356
TV,Tuvalu,WS,Samoa,2020,58.0,0.5577
TV,Tuvalu,TK,Tokelau,2020,47.0,0.452
TV,Tuvalu,NR,Nauru,2020,37.0,0.3558
TV,Tuvalu,NU,Niue,2020,35.0,0.3366
TV,Tuvalu,GR,Greece,2020,8.0,0.0769
TV,Tuvalu,DK,Denmark,2020,3.0,0.0288
TV,Tuvalu,FJ,Fiji,2024,428.0,4.4371
TV,Tuvalu,KI,Kiribati,2024,329.0,3.4107
TV,Tuvalu,AU,Australia,2024,290.0,3.0064
TV,Tuvalu,WS,Samoa,2024,55.0,0.5702
TV,Tuvalu,TK,Tokelau,2024,49.0,0.508
TV,Tuvalu,NR,Nauru,2024,43.0,0.4458
TV,Tuvalu,NU,Niue,2024,35.0,0.3628
TV,Tuvalu,GR,Greece,2024,8.0,0.0829
TV,Tuvalu,DK,Denmark,2024,2.0,0.0207
VU,Vanuatu,NC,New Caledonia,2010,4698.0,1.9719
VU,Vanuatu,AU,Australia,2010,1283.0,0.5385
VU,Vanuatu,PF,French Polynesia,2010,222.0,0.0932
VU,Vanuatu,FJ,Fiji,2010,179.0,0.0751
VU,Vanuatu,WF,Wallis and Futuna Islands,2010,138.0,0.0579
VU,Vanuatu,PG,Papua New Guinea,2010,98.0,0.0411
VU,Vanuatu,CO,Colombia,2010,88.0,0.0369
VU,Vanuatu,GR,Greece,2010,75.0,0.0315
VU,Vanuatu,SB,Solomon Islands,2010,71.0,0.0298
VU,Vanuatu,ZA,South Africa,2010,22.0,0.0092
VU,Vanuatu,WS,Samoa,2010,17.0,0.0071
VU,Vanuatu,DK,Denmark,2010,3.0,0.0013
VU,Vanuatu,NO,Norway,2010,2.0,0.0008
VU,Vanuatu,BG,Bulgaria,2010,1.0,0.0004
VU,Vanuatu,FI,Finland,2010,1.0,0.0004
VU,Vanuatu,NC,New Caledonia,2015,3611.0,1.357
VU,Vanuatu,AU,Australia,2015,1390.0,0.5224
VU,Vanuatu,PF,French Polynesia,2015,210.0,0.0789
VU,Vanuatu,FJ,Fiji,2015,184.0,0.0691
VU,Vanuatu,PG,Papua New Guinea,2015,99.0,0.0372
VU,Vanuatu,WF,Wallis and Futuna Islands,2015,72.0,0.0271
VU,Vanuatu,GR,Greece,2015,70.0,0.0263
VU,Vanuatu,SB,Solomon Islands,2015,66.0,0.0248
VU,Vanuatu,ZA,South Africa,2015,59.0,0.0222
VU,Vanuatu,CO,Colombia,2015,41.0,0.0154
VU,Vanuatu,BG,Bulgaria,2015,15.0,0.0056
VU,Vanuatu,WS,Samoa,2015,14.0,0.0053
VU,Vanuatu,DK,Denmark,2015,4.0,0.0015
VU,Vanuatu,NO,Norway,2015,2.0,0.0008
VU,Vanuatu,FI,Finland,2015,1.0,0.0004
VU,Vanuatu,HU,Hungary,2015,1.0,0.0004
VU,Vanuatu,SK,Slovakia,2015,1.0,0.0004
VU,Vanuatu,NC,New Caledonia,2020,3833.0,1.2825
VU,Vanuatu,AU,Australia,2020,3750.0,1.2548
VU,Vanuatu,PF,French Polynesia,2020,210.0,0.0703
VU,Vanuatu,FJ,Fiji,2020,186.0,0.0622
VU,Vanuatu,ZA,South Africa,2020,151.0,0.0505
VU,Vanuatu,PG,Papua New Guinea,2020,98.0,0.0328
VU,Vanuatu,GR,Greece,2020,70.0,0.0234
VU,Vanuatu,WF,Wallis and Futuna Islands,2020,67.0,0.0224
VU,Vanuatu,SB,Solomon Islands,2020,64.0,0.0214
VU,Vanuatu,BG,Bulgaria,2020,15.0,0.005
VU,Vanuatu,WS,Samoa,2020,12.0,0.004
VU,Vanuatu,DK,Denmark,2020,5.0,0.0017
VU,Vanuatu,CO,Colombia,2020,4.0,0.0013
VU,Vanuatu,AU,Australia,2024,10208.0,3.1143
VU,Vanuatu,NC,New Caledonia,2024,4021.0,1.2267
VU,Vanuatu,ZA,South Africa,2024,230.0,0.0702
VU,Vanuatu,PF,French Polynesia,2024,210.0,0.0641
VU,Vanuatu,FJ,Fiji,2024,190.0,0.058
VU,Vanuatu,PG,Papua New Guinea,2024,98.0,0.0299
VU,Vanuatu,GR,Greece,2024,74.0,0.0226
VU,Vanuatu,WF,Wallis and Futuna Islands,2024,67.0,0.0204
VU,Vanuatu,SB,Solomon Islands,2024,63.0,0.0192
VU,Vanuatu,BG,Bulgaria,2024,21.0,0.0064
VU,Vanuatu,WS,Samoa,2024,11.0,0.0034
VU,Vanuatu,DK,Denmark,2024,5.0,0.0015
VU,Vanuatu,CO,Colombia,2024,4.0,0.0012
WS,Samoa,NZ,New Zealand,2010,50657.0,26.244
WS,Samoa,AU,Australia,2010,20554.0,10.6485
WS,Samoa,AS,American Samoa,2010,15842.0,8.2073
WS,Samoa,GR,Greece,2010,476.0,0.2466
WS,Samoa,FJ,Fiji,2010,287.0,0.1487
WS,Samoa,TO,Tonga,2010,268.0,0.1388
WS,Samoa,TK,Tokelau,2010,165.0,0.0855
WS,Samoa,NU,Niue,2010,46.0,0.0238
WS,Samoa,FM,Micronesia (Fed. States of),2010,22.0,0.0114
WS,Samoa,DK,Denmark,2010,18.0,0.0093
WS,Samoa,CK,Cook Islands,2010,9.0,0.0047
WS,Samoa,BG,Bulgaria,2010,6.0,0.0031
WS,Samoa,FI,Finland,2010,3.0,0.0016
WS,Samoa,NO,Norway,2010,3.0,0.0016
WS,Samoa,TV,Tuvalu,2010,3.0,0.0016
WS,Samoa,NZ,New Zealand,2015,53004.0,26.268
WS,Samoa,AU,Australia,2015,27802.0,13.7782
WS,Samoa,AS,American Samoa,2015,15813.0,7.8367
WS,Samoa,GR,Greece,2015,447.0,0.2215
WS,Samoa,FJ,Fiji,2015,296.0,0.1467
WS,Samoa,TO,Tonga,2015,230.0,0.114
WS,Samoa,TK,Tokelau,2015,187.0,0.0927
WS,Samoa,NU,Niue,2015,45.0,0.0223
WS,Samoa,GN,Guinea,2015,28.0,0.0139
WS,Samoa,FM,Micronesia (Fed. States of),2015,21.0,0.0104
WS,Samoa,DK,Denmark,2015,20.0,0.0099
WS,Samoa,CK,Cook Islands,2015,9.0,0.0045
WS,Samoa,NO,Norway,2015,6.0,0.003
WS,Samoa,BG,Bulgaria,2015,5.0,0.0025
WS,Samoa,FI,Finland,2015,3.0,0.0015
WS,Samoa,TV,Tuvalu,2015,3.0,0.0015
WS,Samoa,HU,Hungary,2015,2.0,0.001
WS,Samoa,LT,Lithuania,2015,1.0,0.0005
WS,Samoa,SK,Slovakia,2015,1.0,0.0005
WS,Samoa,NZ,New Zealand,2020,58292.0,27.5035
WS,Samoa,AU,Australia,2020,33647.0,15.8754
WS,Samoa,AS,American Samoa,2020,15880.0,7.4925
WS,Samoa,GR,Greece,2020,455.0,0.2147
WS,Samoa,FJ,Fiji,2020,302.0,0.1425
WS,Samoa,TO,Tonga,2020,217.0,0.1024
WS,Samoa,TK,Tokelau,2020,195.0,0.092
WS,Samoa,NU,Niue,2020,44.0,0.0208
WS,Samoa,DK,Denmark,2020,25.0,0.0118
WS,Samoa,GN,Guinea,2020,25.0,0.0118
WS,Samoa,FM,Micronesia (Fed. States of),2020,20.0,0.0094
WS,Samoa,CK,Cook Islands,2020,9.0,0.0042
WS,Samoa,BG,Bulgaria,2020,5.0,0.0024
WS,Samoa,NO,Norway,2020,3.0,0.0014
WS,Samoa,FI,Finland,2020,2.0,0.0009
WS,Samoa,TV,Tuvalu,2020,2.0,0.0009
WS,Samoa,HU,Hungary,2020,1.0,0.0005
WS,Samoa,NZ,New Zealand,2024,63075.0,28.931
WS,Samoa,AU,Australia,2024,38964.0,17.8718
WS,Samoa,AS,American Samoa,2024,15931.0,7.3072
WS,Samoa,GR,Greece,2024,483.0,0.2215
WS,Samoa,FJ,Fiji,2024,308.0,0.1413
WS,Samoa,TO,Tonga,2024,208.0,0.0954
WS,Samoa,TK,Tokelau,2024,202.0,0.0927
WS,Samoa,NU,Niue,2024,44.0,0.0202
WS,Samoa,DK,Denmark,2024,29.0,0.0133
WS,Samoa,GN,Guinea,2024,24.0,0.011
WS,Samoa,FM,Micronesia (Fed. States of),2024,20.0,0.0092
WS,Samoa,CK,Cook Islands,2024,10.0,0.0046
WS,Samoa,BG,Bulgaria,2024,7.0,0.0032
WS,Samoa,NO,Norway,2024,3.0,0.0014
WS,Samoa,FI,Finland,2024,2.0,0.0009
WS,Samoa,TV,Tuvalu,2024,2.0,0.0009
WS,Samoa,HU,Hungary,2024,1.0,0.0005
