pacific_code,pacific_name,counterpart_code,counterpart_name,year,sector_code,sector_name,value_usd,pct_gdp
PW,Palau,JP,Japan,2024,15250,Removal of land mines and explosive remnants of war,619190.0,0.2237
PW,Palau,US,United States,2013,15240,Reintegration and SALW control,251318.0,0.1121
PW,Palau,US,United States,2016,15240,Reintegration and SALW control,386853.0,0.1267
PW,Palau,US,United States,2017,15240,Reintegration and SALW control,380047.0,0.1301
PW,Palau,US,United States,2018,15250,Removal of land mines and explosive remnants of war,925773.0,0.3215
PW,Palau,US,United States,2020,15250,Removal of land mines and explosive remnants of war,204201.0,0.078
PW,Palau,US,United States,2021,15210,Security system management and reform,332393.0,0.1437
PW,Palau,US,United States,2021,15250,Removal of land mines and explosive remnants of war,724618.0,0.3132
PW,Palau,US,United States,2022,15250,Removal of land mines and explosive remnants of war,747694.0,0.3066
PW,Palau,US,United States,2023,15240,Reintegration and SALW control,11806.0,0.0043
PW,Palau,US,United States,2023,15250,Removal of land mines and explosive remnants of war,662907.0,0.2395
PW,Palau,US,United States,2024,15240,Reintegration and SALW control,48480.0,0.0175
PW,Palau,US,United States,2024,15250,Removal of land mines and explosive remnants of war,1157976.0,0.4184
SB,Solomon Islands,AU,Australia,2010,15230,Participation in international peacekeeping operations,691.0,0.0001
SB,Solomon Islands,AU,Australia,2011,15210,Security system management and reform,1388131.0,0.1305
SB,Solomon Islands,AU,Australia,2011,15220,"Civilian peace-building, conflict prevention and resolution",8483.0,0.0008
SB,Solomon Islands,AU,Australia,2013,15220,"Civilian peace-building, conflict prevention and resolution",498871.0,0.0388
SB,Solomon Islands,AU,Australia,2013,15250,Removal of land mines and explosive remnants of war,7801.0,0.0006
SB,Solomon Islands,AU,Australia,2015,15220,"Civilian peace-building, conflict prevention and resolution",167067.0,0.0128
SB,Solomon Islands,AU,Australia,2015,15250,Removal of land mines and explosive remnants of war,5374.0,0.0004
SB,Solomon Islands,AU,Australia,2016,15220,"Civilian peace-building, conflict prevention and resolution",248348.0,0.018
SB,Solomon Islands,AU,Australia,2017,15220,"Civilian peace-building, conflict prevention and resolution",499135.0,0.034
SB,Solomon Islands,AU,Australia,2018,15210,Security system management and reform,301608.0,0.0187
SB,Solomon Islands,AU,Australia,2018,15220,"Civilian peace-building, conflict prevention and resolution",156274.0,0.0097
SB,Solomon Islands,AU,Australia,2018,15240,Reintegration and SALW control,10287.0,0.0006
SB,Solomon Islands,AU,Australia,2019,15210,Security system management and reform,434878.0,0.0269
SB,Solomon Islands,AU,Australia,2019,15220,"Civilian peace-building, conflict prevention and resolution",303942.0,0.0188
SB,Solomon Islands,AU,Australia,2020,15210,Security system management and reform,53611.0,0.0035
SB,Solomon Islands,AU,Australia,2020,15220,"Civilian peace-building, conflict prevention and resolution",299403.0,0.0195
SB,Solomon Islands,AU,Australia,2021,15220,"Civilian peace-building, conflict prevention and resolution",29387.0,0.0019
SB,Solomon Islands,AU,Australia,2022,15210,Security system management and reform,28212.0,0.0019
SB,Solomon Islands,AU,Australia,2022,15220,"Civilian peace-building, conflict prevention and resolution",80413.0,0.0055
SB,Solomon Islands,AU,Australia,2023,15210,Security system management and reform,115104.0,0.0076
SB,Solomon Islands,AU,Australia,2023,15220,"Civilian peace-building, conflict prevention and resolution",32.0,0.0
SB,Solomon Islands,AU,Australia,2024,15210,Security system management and reform,40292.0,0.0025
SB,Solomon Islands,CRS_1UN0,United Nations,2012,15210,Security system management and reform,27012.0,0.0023
SB,Solomon Islands,CRS_1UN0,United Nations,2013,15210,Security system management and reform,115694.0,0.009
SB,Solomon Islands,CRS_1UN0,United Nations,2014,15210,Security system management and reform,201139.0,0.0151
SB,Solomon Islands,CRS_1UN0,United Nations,2015,15210,Security system management and reform,208862.0,0.016
SB,Solomon Islands,CRS_1UN0,United Nations,2017,15220,"Civilian peace-building, conflict prevention and resolution",2243312.0,0.1526
SB,Solomon Islands,CRS_1UN0,United Nations,2018,15220,"Civilian peace-building, conflict prevention and resolution",2266786.0,0.1403
SB,Solomon Islands,CRS_1UN0,United Nations,2019,15220,"Civilian peace-building, conflict prevention and resolution",1029847.0,0.0636
SB,Solomon Islands,CRS_1UN0,United Nations,2020,15220,"Civilian peace-building, conflict prevention and resolution",604923.0,0.0394
SB,Solomon Islands,CRS_1UN0,United Nations,2022,15220,"Civilian peace-building, conflict prevention and resolution",1128671.0,0.077
SB,Solomon Islands,CRS_1UN0,United Nations,2023,15220,"Civilian peace-building, conflict prevention and resolution",460731.0,0.0306
SB,Solomon Islands,CRS_1UN0,United Nations,2024,15220,"Civilian peace-building, conflict prevention and resolution",3145.0,0.0002
SB,Solomon Islands,CRS_1UN011,UNDP,2017,15220,"Civilian peace-building, conflict prevention and resolution",2243312.0,0.1526
SB,Solomon Islands,CRS_1UN011,UNDP,2018,15220,"Civilian peace-building, conflict prevention and resolution",2266786.0,0.1403
SB,Solomon Islands,CRS_1UN011,UNDP,2019,15220,"Civilian peace-building, conflict prevention and resolution",1029847.0,0.0636
SB,Solomon Islands,CRS_1UN011,UNDP,2020,15220,"Civilian peace-building, conflict prevention and resolution",604923.0,0.0394
SB,Solomon Islands,CRS_1UN011,UNDP,2022,15220,"Civilian peace-building, conflict prevention and resolution",1128671.0,0.077
SB,Solomon Islands,CRS_1UN011,UNDP,2023,15220,"Civilian peace-building, conflict prevention and resolution",460731.0,0.0306
SB,Solomon Islands,CRS_1UN014,UNICEF,2012,15210,Security system management and reform,27012.0,0.0023
SB,Solomon Islands,CRS_1UN014,UNICEF,2013,15210,Security system management and reform,115694.0,0.009
SB,Solomon Islands,CRS_1UN014,UNICEF,2014,15210,Security system management and reform,201139.0,0.0151
SB,Solomon Islands,CRS_1UN014,UNICEF,2015,15210,Security system management and reform,208862.0,0.016
SB,Solomon Islands,CRS_1UN014,UNICEF,2024,15220,"Civilian peace-building, conflict prevention and resolution",3145.0,0.0002
SB,Solomon Islands,CRS_4EU001,European Union institutions,2010,15220,"Civilian peace-building, conflict prevention and resolution",47703.0,0.0053
SB,Solomon Islands,CRS_4EU001,European Union institutions,2011,15220,"Civilian peace-building, conflict prevention and resolution",734741.0,0.0691
SB,Solomon Islands,CRS_4EU001,European Union institutions,2012,15220,"Civilian peace-building, conflict prevention and resolution",89382.0,0.0075
SB,Solomon Islands,CRS_4EU001,European Union institutions,2013,15220,"Civilian peace-building, conflict prevention and resolution",153453.0,0.0119
SB,Solomon Islands,CRS_4EU001,European Union institutions,2015,15220,"Civilian peace-building, conflict prevention and resolution",156298.0,0.012
SB,Solomon Islands,DE,Germany,2023,15250,Removal of land mines and explosive remnants of war,55758.0,0.0037
SB,Solomon Islands,JP,Japan,2022,15250,Removal of land mines and explosive remnants of war,602718.0,0.0411
SB,Solomon Islands,JP,Japan,2023,15250,Removal of land mines and explosive remnants of war,816788.0,0.0542
SB,Solomon Islands,JP,Japan,2024,15210,Security system management and reform,4546.0,0.0003
SB,Solomon Islands,NZ,New Zealand,2010,15210,Security system management and reform,5105989.0,0.5685
SB,Solomon Islands,NZ,New Zealand,2011,15210,Security system management and reform,3491041.0,0.3281
SB,Solomon Islands,NZ,New Zealand,2012,15210,Security system management and reform,3766367.0,0.3178
SB,Solomon Islands,NZ,New Zealand,2013,15210,Security system management and reform,2970708.0,0.231
SB,Solomon Islands,NZ,New Zealand,2013,15250,Removal of land mines and explosive remnants of war,112147.0,0.0087
SB,Solomon Islands,NZ,New Zealand,2014,15210,Security system management and reform,2694018.0,0.2017
SB,Solomon Islands,NZ,New Zealand,2015,15210,Security system management and reform,2831553.0,0.2165
SB,Solomon Islands,NZ,New Zealand,2016,15210,Security system management and reform,2817744.0,0.2043
SB,Solomon Islands,NZ,New Zealand,2017,15210,Security system management and reform,1963289.0,0.1336
SB,Solomon Islands,US,United States,2012,15240,Reintegration and SALW control,353087.0,0.0298
SB,Solomon Islands,US,United States,2013,15240,Reintegration and SALW control,565793.0,0.044
SB,Solomon Islands,US,United States,2016,15240,Reintegration and SALW control,341656.0,0.0248
SB,Solomon Islands,US,United States,2017,15240,Reintegration and SALW control,335645.0,0.0228
SB,Solomon Islands,US,United States,2018,15240,Reintegration and SALW control,858786.0,0.0532
SB,Solomon Islands,US,United States,2021,15250,Removal of land mines and explosive remnants of war,561027.0,0.036
SB,Solomon Islands,US,United States,2023,15250,Removal of land mines and explosive remnants of war,1024824.0,0.068
SB,Solomon Islands,US,United States,2024,15250,Removal of land mines and explosive remnants of war,1066607.0,0.0673
TO,Tonga,AU,Australia,2013,15220,"Civilian peace-building, conflict prevention and resolution",208422.0,0.0461
TO,Tonga,AU,Australia,2013,15250,Removal of land mines and explosive remnants of war,7801.0,0.0017
TO,Tonga,AU,Australia,2015,15220,"Civilian peace-building, conflict prevention and resolution",69799.0,0.016
TO,Tonga,AU,Australia,2016,15220,"Civilian peace-building, conflict prevention and resolution",103759.0,0.0247
TO,Tonga,AU,Australia,2017,15210,Security system management and reform,162466.0,0.0353
TO,Tonga,AU,Australia,2017,15220,"Civilian peace-building, conflict prevention and resolution",200416.0,0.0436
TO,Tonga,AU,Australia,2018,15210,Security system management and reform,148553.0,0.0301
TO,Tonga,AU,Australia,2018,15220,"Civilian peace-building, conflict prevention and resolution",65289.0,0.0132
TO,Tonga,AU,Australia,2018,15240,Reintegration and SALW control,2671.0,0.0005
TO,Tonga,AU,Australia,2019,15210,Security system management and reform,7923.0,0.0016
TO,Tonga,AU,Australia,2019,15220,"Civilian peace-building, conflict prevention and resolution",126462.0,0.025
TO,Tonga,AU,Australia,2020,15220,"Civilian peace-building, conflict prevention and resolution",125087.0,0.0247
TO,Tonga,AU,Australia,2021,15220,"Civilian peace-building, conflict prevention and resolution",117.0,0.0
TO,Tonga,AU,Australia,2022,15210,Security system management and reform,28106.0,0.0051
TO,Tonga,AU,Australia,2023,15210,Security system management and reform,125265.0,0.0212
TO,Tonga,AU,Australia,2023,15220,"Civilian peace-building, conflict prevention and resolution",31.0,0.0
TO,Tonga,AU,Australia,2024,15210,Security system management and reform,262283.0,0.0444
TO,Tonga,GB,United Kingdom,2010,15230,Participation in international peacekeeping operations,59551.0,0.0162
TO,Tonga,NZ,New Zealand,2010,15210,Security system management and reform,1244371.0,0.3392
TO,Tonga,NZ,New Zealand,2011,15210,Security system management and reform,1904699.0,0.4599
TO,Tonga,NZ,New Zealand,2012,15210,Security system management and reform,1477107.0,0.3135
TO,Tonga,NZ,New Zealand,2014,15210,Security system management and reform,2199904.0,0.4988
TO,Tonga,NZ,New Zealand,2015,15210,Security system management and reform,2214780.0,0.5062
TV,Tuvalu,AU,Australia,2013,15220,"Civilian peace-building, conflict prevention and resolution",49879.0,0.1292
TV,Tuvalu,AU,Australia,2013,15250,Removal of land mines and explosive remnants of war,7801.0,0.0202
TV,Tuvalu,AU,Australia,2015,15220,"Civilian peace-building, conflict prevention and resolution",16704.0,0.0454
TV,Tuvalu,AU,Australia,2016,15220,"Civilian peace-building, conflict prevention and resolution",24835.0,0.0597
TV,Tuvalu,AU,Australia,2017,15220,"Civilian peace-building, conflict prevention and resolution",47963.0,0.1059
TV,Tuvalu,AU,Australia,2018,15210,Security system management and reform,22599.0,0.0471
TV,Tuvalu,AU,Australia,2018,15220,"Civilian peace-building, conflict prevention and resolution",15625.0,0.0325
TV,Tuvalu,AU,Australia,2018,15240,Reintegration and SALW control,2671.0,0.0056
TV,Tuvalu,AU,Australia,2019,15210,Security system management and reform,11117.0,0.0205
TV,Tuvalu,AU,Australia,2019,15220,"Civilian peace-building, conflict prevention and resolution",30265.0,0.0559
TV,Tuvalu,AU,Australia,2020,15210,Security system management and reform,704.0,0.0014
TV,Tuvalu,AU,Australia,2020,15220,"Civilian peace-building, conflict prevention and resolution",29935.0,0.0578
TV,Tuvalu,AU,Australia,2022,15210,Security system management and reform,28114.0,0.0476
TV,Tuvalu,AU,Australia,2024,15210,Security system management and reform,4657.0,0.0075
VU,Vanuatu,AU,Australia,2010,15230,Participation in international peacekeeping operations,694.0,0.0001
VU,Vanuatu,AU,Australia,2013,15220,"Civilian peace-building, conflict prevention and resolution",344861.0,0.0455
VU,Vanuatu,AU,Australia,2013,15250,Removal of land mines and explosive remnants of war,7801.0,0.001
VU,Vanuatu,AU,Australia,2015,15220,"Civilian peace-building, conflict prevention and resolution",75844.0,0.01
VU,Vanuatu,AU,Australia,2016,15220,"Civilian peace-building, conflict prevention and resolution",112742.0,0.014
VU,Vanuatu,AU,Australia,2017,15210,Security system management and reform,57633.0,0.0065
VU,Vanuatu,AU,Australia,2017,15220,"Civilian peace-building, conflict prevention and resolution",217775.0,0.0247
VU,Vanuatu,AU,Australia,2018,15210,Security system management and reform,104683.0,0.0114
VU,Vanuatu,AU,Australia,2018,15220,"Civilian peace-building, conflict prevention and resolution",70944.0,0.0078
VU,Vanuatu,AU,Australia,2018,15240,Reintegration and SALW control,10287.0,0.0011
VU,Vanuatu,AU,Australia,2019,15210,Security system management and reform,136283.0,0.0146
VU,Vanuatu,AU,Australia,2019,15220,"Civilian peace-building, conflict prevention and resolution",137416.0,0.0147
VU,Vanuatu,AU,Australia,2020,15210,Security system management and reform,5436.0,0.0006
VU,Vanuatu,AU,Australia,2020,15220,"Civilian peace-building, conflict prevention and resolution",135921.0,0.0149
VU,Vanuatu,AU,Australia,2021,15220,"Civilian peace-building, conflict prevention and resolution",41312.0,0.0043
VU,Vanuatu,AU,Australia,2022,15210,Security system management and reform,28168.0,0.0027
VU,Vanuatu,AU,Australia,2023,15210,Security system management and reform,115104.0,0.0103
VU,Vanuatu,AU,Australia,2023,15220,"Civilian peace-building, conflict prevention and resolution",32.0,0.0
VU,Vanuatu,AU,Australia,2024,15210,Security system management and reform,80114.0,0.0072
VU,Vanuatu,CRS_1UN0,United Nations,2024,15220,"Civilian peace-building, conflict prevention and resolution",151792.0,0.0136
VU,Vanuatu,CRS_1UN014,UNICEF,2024,15220,"Civilian peace-building, conflict prevention and resolution",151792.0,0.0136
VU,Vanuatu,GB,United Kingdom,2011,15220,"Civilian peace-building, conflict prevention and resolution",17140.0,0.0022
VU,Vanuatu,GB,United Kingdom,2012,15220,"Civilian peace-building, conflict prevention and resolution",10791.0,0.0014
WS,Samoa,AU,Australia,2013,15220,"Civilian peace-building, conflict prevention and resolution",237253.0,0.0297
WS,Samoa,AU,Australia,2015,15220,"Civilian peace-building, conflict prevention and resolution",79454.0,0.0096
WS,Samoa,AU,Australia,2016,15220,"Civilian peace-building, conflict prevention and resolution",118112.0,0.014
WS,Samoa,AU,Australia,2017,15210,Security system management and reform,5658.0,0.0006
WS,Samoa,AU,Australia,2017,15220,"Civilian peace-building, conflict prevention and resolution",228140.0,0.0258
WS,Samoa,AU,Australia,2018,15210,Security system management and reform,224951.0,0.0256
WS,Samoa,AU,Australia,2018,15220,"Civilian peace-building, conflict prevention and resolution",74321.0,0.0085
WS,Samoa,AU,Australia,2018,15240,Reintegration and SALW control,10287.0,0.0012
WS,Samoa,AU,Australia,2019,15210,Security system management and reform,46507.0,0.0051
WS,Samoa,AU,Australia,2019,15220,"Civilian peace-building, conflict prevention and resolution",143956.0,0.0158
WS,Samoa,AU,Australia,2020,15220,"Civilian peace-building, conflict prevention and resolution",142390.0,0.0164
WS,Samoa,AU,Australia,2021,15220,"Civilian peace-building, conflict prevention and resolution",117.0,0.0
WS,Samoa,AU,Australia,2022,15210,Security system management and reform,28168.0,0.0032
WS,Samoa,AU,Australia,2023,15210,Security system management and reform,115104.0,0.011
WS,Samoa,AU,Australia,2023,15220,"Civilian peace-building, conflict prevention and resolution",25.0,0.0
WS,Samoa,AU,Australia,2024,15210,Security system management and reform,218456.0,0.0186
WS,Samoa,CRS_1UN0,United Nations,2016,15220,"Civilian peace-building, conflict prevention and resolution",234355.0,0.0278
WS,Samoa,CRS_1UN0,United Nations,2017,15220,"Civilian peace-building, conflict prevention and resolution",38762.0,0.0044
WS,Samoa,CRS_1UN0,United Nations,2018,15220,"Civilian peace-building, conflict prevention and resolution",2236.0,0.0003
WS,Samoa,CRS_1UN0,United Nations,2024,15220,"Civilian peace-building, conflict prevention and resolution",3583.0,0.0003
WS,Samoa,CRS_1UN014,UNICEF,2016,15220,"Civilian peace-building, conflict prevention and resolution",234355.0,0.0278
WS,Samoa,CRS_1UN014,UNICEF,2017,15220,"Civilian peace-building, conflict prevention and resolution",38762.0,0.0044
WS,Samoa,CRS_1UN014,UNICEF,2018,15220,"Civilian peace-building, conflict prevention and resolution",2236.0,0.0003
WS,Samoa,CRS_1UN014,UNICEF,2024,15220,"Civilian peace-building, conflict prevention and resolution",3583.0,0.0003
WS,Samoa,GB,United Kingdom,2017,15220,"Civilian peace-building, conflict prevention and resolution",11102.0,0.0013
